dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
3/24/2020,24,3,2020,1328,78,Belgium,BE,BEL,11455519,Europe,43.84786058
3/23/2020,23,3,2020,486,47,Belgium,BE,BEL,11455519,Europe,40.16404669
3/22/2020,22,3,2020,469,40,Belgium,BE,BEL,11455519,Europe,36.30564447
3/21/2020,21,3,2020,662,35,Belgium,BE,BEL,11455519,Europe,31.48700639
3/20/2020,20,3,2020,713,33,Belgium,BE,BEL,11455519,Europe,25.97001498
3/19/2020,19,3,2020,535,22,Belgium,BE,BEL,11455519,Europe,21.76243608
3/18/2020,18,3,2020,422,10,Belgium,BE,BEL,11455519,Europe,18.37542236
3/17/2020,17,3,2020,387,12,Belgium,BE,BEL,11455519,Europe,15.16299698
3/16/2020,16,3,2020,214,6,Belgium,BE,BEL,11455519,Europe,13.29490178
3/15/2020,15,3,2020,179,5,Belgium,BE,BEL,11455519,Europe,11.88946568
3/14/2020,14,3,2020,338,3,Belgium,BE,BEL,11455519,Europe,8.9389228
3/13/2020,13,3,2020,251,1,Belgium,BE,BEL,11455519,Europe,6.74783919
3/12/2020,12,3,2020,174,3,Belgium,BE,BEL,11455519,Europe,5.22892066
3/11/2020,11,3,2020,99,0,Belgium,BE,BEL,11455519,Europe,4.3647084
3/10/2020,10,3,2020,94,1,Belgium,BE,BEL,11455519,Europe,3.54414322
3/9/2020,9,3,2020,64,0,Belgium,BE,BEL,11455519,Europe,2.98546055
3/8/2020,8,3,2020,27,0,Belgium,BE,BEL,11455519,Europe,2.74976629
3/7/2020,7,3,2020,110,0,Belgium,BE,BEL,11455519,Europe,1.78953044
3/6/2020,6,3,2020,81,0,Belgium,BE,BEL,11455519,Europe,1.08244768
3/5/2020,5,3,2020,53,0,Belgium,BE,BEL,11455519,Europe,0.61978859
3/4/2020,4,3,2020,34,0,Belgium,BE,BEL,11455519,Europe,0.32298842
3/3/2020,3,3,2020,19,0,Belgium,BE,BEL,11455519,Europe,0.1571295
3/2/2020,2,3,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.1571295
3/1/2020,1,3,2020,18,0,Belgium,BE,BEL,11455519,Europe,0
2/29/2020,29,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
2/28/2020,28,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
2/27/2020,27,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
2/26/2020,26,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
2/25/2020,25,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
2/24/2020,24,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
2/23/2020,23,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
2/22/2020,22,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
2/21/2020,21,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
2/20/2020,20,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
2/19/2020,19,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
2/18/2020,18,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/17/2020,17,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/16/2020,16,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/15/2020,15,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/14/2020,14,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/13/2020,13,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/12/2020,12,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/11/2020,11,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/10/2020,10,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/9/2020,9,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/8/2020,8,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/7/2020,7,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/6/2020,6,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/5/2020,5,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0.00872942
2/4/2020,4,2,2020,1,0,Belgium,BE,BEL,11455519,Europe,0
2/3/2020,3,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
2/2/2020,2,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
2/1/2020,1,2,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/31/2020,31,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/30/2020,30,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/29/2020,29,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/28/2020,28,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/27/2020,27,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/26/2020,26,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/25/2020,25,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/24/2020,24,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/23/2020,23,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/22/2020,22,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/21/2020,21,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/20/2020,20,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/19/2020,19,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/18/2020,18,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/17/2020,17,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/16/2020,16,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/15/2020,15,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/14/2020,14,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,0
1/13/2020,13,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,1.06498885
1/12/2020,12,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,
1/11/2020,11,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,
1/10/2020,10,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,
1/9/2020,9,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,
1/8/2020,8,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,
1/7/2020,7,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,
1/6/2020,6,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,
1/5/2020,5,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,
1/4/2020,4,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,
1/3/2020,3,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,
1/2/2020,2,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,
1/1/2020,1,1,2020,0,0,Belgium,BE,BEL,11455519,Europe,
12/31/2019,31,12,2019,0,0,Belgium,BE,BEL,11455519,Europe,
12/14/2020,14,12,2020,122,3,Belize,BZ,BLZ,390351,America,909.95027552
12/13/2020,13,12,2020,208,7,Belize,BZ,BLZ,390351,America,903.28960346
12/12/2020,12,12,2020,160,2,Belize,BZ,BLZ,390351,America,865.37500865
12/11/2020,11,12,2020,286,0,Belize,BZ,BLZ,390351,America,842.83119551
12/10/2020,10,12,2020,506,4,Belize,BZ,BLZ,390351,America,793.13233474
12/9/2020,9,12,2020,60,3,Belize,BZ,BLZ,390351,America,686.04922237
12/8/2020,8,12,2020,184,3,Belize,BZ,BLZ,390351,America,692.70989443
12/7/2020,7,12,2020,168,1,Belize,BZ,BLZ,390351,America,662.48069046
12/6/2020,6,12,2020,218,2,Belize,BZ,BLZ,390351,America,638.14361946
12/5/2020,5,12,2020,147,6,Belize,BZ,BLZ,390351,America,596.13014953
12/4/2020,4,12,2020,1382,16,Belize,BZ,BLZ,390351,America,568.20656281
12/3/2020,3,12,2020,0,0,Belize,BZ,BLZ,390351,America,229.53700644
12/2/2020,2,12,2020,0,0,Belize,BZ,BLZ,390351,America,239.27183484
12/1/2020,1,12,2020,111,1,Belize,BZ,BLZ,390351,America,248.75048354
11/30/2020,30,11,2020,96,3,Belize,BZ,BLZ,390351,America,225.95049071
11/29/2020,29,11,2020,60,3,Belize,BZ,BLZ,390351,America,221.33925621
11/28/2020,28,11,2020,72,10,Belize,BZ,BLZ,390351,America,223.38869377
11/27/2020,27,11,2020,92,2,Belize,BZ,BLZ,390351,America,235.42913942
11/26/2020,26,11,2020,88,4,Belize,BZ,BLZ,390351,America,231.3302643
11/25/2020,25,11,2020,86,5,Belize,BZ,BLZ,390351,America,235.9414988
11/24/2020,24,11,2020,66,4,Belize,BZ,BLZ,390351,America,261.04710888
11/23/2020,23,11,2020,73,4,Belize,BZ,BLZ,390351,America,257.97295255
11/22/2020,22,11,2020,54,5,Belize,BZ,BLZ,390351,America,264.8898043
11/21/2020,21,11,2020,38,5,Belize,BZ,BLZ,390351,America,266.42688247
11/20/2020,20,11,2020,60,2,Belize,BZ,BLZ,390351,America,266.68306217
11/19/2020,19,11,2020,38,4,Belize,BZ,BLZ,390351,America,269.7572185
11/18/2020,18,11,2020,37,2,Belize,BZ,BLZ,390351,America,289.48305499
11/17/2020,17,11,2020,22,4,Belize,BZ,BLZ,390351,America,322.53023561
11/16/2020,16,11,2020,78,2,Belize,BZ,BLZ,390351,America,358.39539286
11/15/2020,15,11,2020,68,3,Belize,BZ,BLZ,390351,America,338.41337668
11/14/2020,14,11,2020,119,10,Belize,BZ,BLZ,390351,America,320.99315744
11/13/2020,13,11,2020,76,0,Belize,BZ,BLZ,390351,America,311.00214935
11/12/2020,12,11,2020,106,2,Belize,BZ,BLZ,390351,America,322.53023561
11/11/2020,11,11,2020,184,2,Belize,BZ,BLZ,390351,America,302.80439912
11/10/2020,10,11,2020,54,1,Belize,BZ,BLZ,390351,America,263.86508553
11/9/2020,9,11,2020,100,2,Belize,BZ,BLZ,390351,America,264.12126522
11/8/2020,8,11,2020,60,1,Belize,BZ,BLZ,390351,America,248.49430384
11/7/2020,7,11,2020,39,1,Belize,BZ,BLZ,390351,America,247.46958507
11/6/2020,6,11,2020,72,2,Belize,BZ,BLZ,390351,America,251.56846018
11/5/2020,5,11,2020,115,3,Belize,BZ,BLZ,390351,America,247.98194446
11/4/2020,4,11,2020,166,2,Belize,BZ,BLZ,390351,America,231.586444
11/3/2020,3,11,2020,162,1,Belize,BZ,BLZ,390351,America,202.6381385
11/2/2020,2,11,2020,0,0,Belize,BZ,BLZ,390351,America,166.26062185
11/1/2020,1,11,2020,0,0,Belize,BZ,BLZ,390351,America,175.99545025
10/31/2020,31,10,2020,80,2,Belize,BZ,BLZ,390351,America,188.0358959
10/30/2020,30,10,2020,121,4,Belize,BZ,BLZ,390351,America,179.32578628
10/29/2020,29,10,2020,29,1,Belize,BZ,BLZ,390351,America,164.46736399
10/28/2020,28,10,2020,32,0,Belize,BZ,BLZ,390351,America,165.74826246
10/27/2020,27,10,2020,55,1,Belize,BZ,BLZ,390351,America,161.64938735
10/26/2020,26,10,2020,39,2,Belize,BZ,BLZ,390351,America,183.93702078
10/25/2020,25,10,2020,56,2,Belize,BZ,BLZ,390351,America,173.94601269
10/24/2020,24,10,2020,55,0,Belize,BZ,BLZ,390351,America,173.4336533
10/23/2020,23,10,2020,58,0,Belize,BZ,BLZ,390351,America,159.34377009
10/22/2020,22,10,2020,51,1,Belize,BZ,BLZ,390351,America,160.62466857
10/21/2020,21,10,2020,53,0,Belize,BZ,BLZ,390351,America,164.72354368
10/20/2020,20,10,2020,20,1,Belize,BZ,BLZ,390351,America,161.13702796
10/19/2020,19,10,2020,38,1,Belize,BZ,BLZ,390351,America,158.06287162
10/18/2020,18,10,2020,47,0,Belize,BZ,BLZ,390351,America,164.97972338
10/17/2020,17,10,2020,46,2,Belize,BZ,BLZ,390351,America,166.00444216
10/16/2020,16,10,2020,63,1,Belize,BZ,BLZ,390351,America,168.05387971
10/15/2020,15,10,2020,34,1,Belize,BZ,BLZ,390351,America,160.62466857
10/14/2020,14,10,2020,16,2,Belize,BZ,BLZ,390351,America,164.46736399
10/13/2020,13,10,2020,142,2,Belize,BZ,BLZ,390351,America,173.689833
10/12/2020,12,10,2020,0,0,Belize,BZ,BLZ,390351,America,146.79096505
10/11/2020,11,10,2020,54,1,Belize,BZ,BLZ,390351,America,154.2201762
10/10/2020,10,10,2020,0,0,Belize,BZ,BLZ,390351,America,144.7415275
10/9/2020,9,10,2020,63,0,Belize,BZ,BLZ,390351,America,157.55051223
10/8/2020,8,10,2020,67,0,Belize,BZ,BLZ,390351,America,154.73253559
10/7/2020,7,10,2020,39,4,Belize,BZ,BLZ,390351,America,147.04714475
10/6/2020,6,10,2020,8,0,Belize,BZ,BLZ,390351,America,145.76624628
10/5/2020,5,10,2020,65,1,Belize,BZ,BLZ,390351,America,145.76624628
10/4/2020,4,10,2020,51,1,Belize,BZ,BLZ,390351,America,134.49433971
10/3/2020,3,10,2020,54,1,Belize,BZ,BLZ,390351,America,125.5280504
10/2/2020,2,10,2020,34,0,Belize,BZ,BLZ,390351,America,117.58647986
10/1/2020,1,10,2020,49,1,Belize,BZ,BLZ,390351,America,116.81794078
9/30/2020,30,9,2020,52,2,Belize,BZ,BLZ,390351,America,106.31457329
9/29/2020,29,9,2020,37,0,Belize,BZ,BLZ,390351,America,99.91008093
9/28/2020,28,9,2020,29,0,Belize,BZ,BLZ,390351,America,95.81120581
9/27/2020,27,9,2020,17,1,Belize,BZ,BLZ,390351,America,94.01794795
9/26/2020,26,9,2020,50,1,Belize,BZ,BLZ,390351,America,95.55502612
9/25/2020,25,9,2020,52,0,Belize,BZ,BLZ,390351,America,91.96851039
9/24/2020,24,9,2020,37,1,Belize,BZ,BLZ,390351,America,87.35727589
9/23/2020,23,9,2020,34,0,Belize,BZ,BLZ,390351,America,78.90334596
9/22/2020,22,9,2020,8,0,Belize,BZ,BLZ,390351,America,84.02693986
9/21/2020,21,9,2020,21,1,Belize,BZ,BLZ,390351,America,93.76176825
9/20/2020,20,9,2020,16,0,Belize,BZ,BLZ,390351,America,105.54603421
9/19/2020,19,9,2020,23,1,Belize,BZ,BLZ,390351,America,112.20670627
9/18/2020,18,9,2020,31,0,Belize,BZ,BLZ,390351,America,115.02468291
9/17/2020,17,9,2020,8,0,Belize,BZ,BLZ,390351,America,111.43816719
9/16/2020,16,9,2020,27,0,Belize,BZ,BLZ,390351,America,122.45389406
9/15/2020,15,9,2020,21,0,Belize,BZ,BLZ,390351,America,126.55276917
9/14/2020,14,9,2020,22,0,Belize,BZ,BLZ,390351,America,124.50333162
9/13/2020,13,9,2020,23,0,Belize,BZ,BLZ,390351,America,126.55276917
9/12/2020,12,9,2020,36,0,Belize,BZ,BLZ,390351,America,144.7415275
9/11/2020,11,9,2020,34,1,Belize,BZ,BLZ,390351,America,148.84040261
9/10/2020,10,9,2020,4,2,Belize,BZ,BLZ,390351,America,154.98871528
9/9/2020,9,9,2020,54,0,Belize,BZ,BLZ,390351,America,161.64938735
9/8/2020,8,9,2020,46,1,Belize,BZ,BLZ,390351,America,152.17073864
9/7/2020,7,9,2020,67,0,Belize,BZ,BLZ,390351,America,147.30332444
9/6/2020,6,9,2020,42,0,Belize,BZ,BLZ,390351,America,134.7505194
9/5/2020,5,9,2020,34,2,Belize,BZ,BLZ,390351,America,129.11456612
9/4/2020,4,9,2020,17,0,Belize,BZ,BLZ,390351,America,131.42018337
9/3/2020,3,9,2020,51,0,Belize,BZ,BLZ,390351,America,140.38647269
9/2/2020,2,9,2020,43,0,Belize,BZ,BLZ,390351,America,127.32130826
9/1/2020,1,9,2020,13,0,Belize,BZ,BLZ,390351,America,136.28759757
8/31/2020,31,8,2020,30,0,Belize,BZ,BLZ,390351,America,138.84939452
8/30/2020,30,8,2020,94,1,Belize,BZ,BLZ,390351,America,131.16400368
8/29/2020,29,8,2020,52,0,Belize,BZ,BLZ,390351,America,123.47861284
8/28/2020,28,8,2020,58,1,Belize,BZ,BLZ,390351,America,118.35501894
8/27/2020,27,8,2020,30,1,Belize,BZ,BLZ,390351,America,118.86737833
8/26/2020,26,8,2020,17,0,Belize,BZ,BLZ,390351,America,133.21344124
8/25/2020,25,8,2020,27,4,Belize,BZ,BLZ,390351,America,137.31231635
8/24/2020,24,8,2020,18,0,Belize,BZ,BLZ,390351,America,136.28759757
8/23/2020,23,8,2020,20,1,Belize,BZ,BLZ,390351,America,131.93254276
8/22/2020,22,8,2020,43,0,Belize,BZ,BLZ,390351,America,128.60220673
8/21/2020,21,8,2020,52,0,Belize,BZ,BLZ,390351,America,125.78423009
8/20/2020,20,8,2020,0,1,Belize,BZ,BLZ,390351,America,119.63591742
8/19/2020,19,8,2020,78,0,Belize,BZ,BLZ,390351,America,123.22243314
8/18/2020,18,8,2020,23,1,Belize,BZ,BLZ,390351,America,107.08311238
8/17/2020,17,8,2020,0,0,Belize,BZ,BLZ,390351,America,101.1909794
8/16/2020,16,8,2020,64,0,Belize,BZ,BLZ,390351,America,101.4471591
8/15/2020,15,8,2020,32,1,Belize,BZ,BLZ,390351,America,87.10109619
8/14/2020,14,8,2020,60,0,Belize,BZ,BLZ,390351,America,78.90334596
8/13/2020,13,8,2020,86,0,Belize,BZ,BLZ,390351,America,63.53256428
8/12/2020,12,8,2020,33,0,Belize,BZ,BLZ,390351,America,41.50111054
8/11/2020,11,8,2020,23,0,Belize,BZ,BLZ,390351,America,33.04718061
8/10/2020,10,8,2020,1,0,Belize,BZ,BLZ,390351,America,27.15504764
8/9/2020,9,8,2020,7,0,Belize,BZ,BLZ,390351,America,26.89886794
8/8/2020,8,8,2020,32,0,Belize,BZ,BLZ,390351,America,25.10561008
8/7/2020,7,8,2020,28,0,Belize,BZ,BLZ,390351,America,17.16403954
8/6/2020,6,8,2020,14,0,Belize,BZ,BLZ,390351,America,11.01572687
8/5/2020,5,8,2020,15,0,Belize,BZ,BLZ,390351,America,7.42921115
8/4/2020,4,8,2020,0,0,Belize,BZ,BLZ,390351,America,3.84269542
8/3/2020,3,8,2020,1,0,Belize,BZ,BLZ,390351,America,4.35505481
8/2/2020,2,8,2020,8,0,Belize,BZ,BLZ,390351,America,4.09887511
8/1/2020,1,8,2020,0,0,Belize,BZ,BLZ,390351,America,2.04943756
7/31/2020,31,7,2020,0,0,Belize,BZ,BLZ,390351,America,2.04943756
7/30/2020,30,7,2020,0,0,Belize,BZ,BLZ,390351,America,2.30561725
7/29/2020,29,7,2020,0,0,Belize,BZ,BLZ,390351,America,2.30561725
7/28/2020,28,7,2020,0,0,Belize,BZ,BLZ,390351,America,2.81797664
7/27/2020,27,7,2020,0,0,Belize,BZ,BLZ,390351,America,2.81797664
7/26/2020,26,7,2020,0,0,Belize,BZ,BLZ,390351,America,2.81797664
7/25/2020,25,7,2020,1,0,Belize,BZ,BLZ,390351,America,2.81797664
7/24/2020,24,7,2020,4,0,Belize,BZ,BLZ,390351,America,3.58651573
7/23/2020,23,7,2020,0,0,Belize,BZ,BLZ,390351,America,3.33033603
7/22/2020,22,7,2020,1,0,Belize,BZ,BLZ,390351,America,3.33033603
7/21/2020,21,7,2020,2,0,Belize,BZ,BLZ,390351,America,3.07415634
7/20/2020,20,7,2020,0,0,Belize,BZ,BLZ,390351,America,2.56179695
7/19/2020,19,7,2020,0,0,Belize,BZ,BLZ,390351,America,2.56179695
7/18/2020,18,7,2020,0,0,Belize,BZ,BLZ,390351,America,2.56179695
7/17/2020,17,7,2020,1,0,Belize,BZ,BLZ,390351,America,3.07415634
7/16/2020,16,7,2020,0,0,Belize,BZ,BLZ,390351,America,2.81797664
7/15/2020,15,7,2020,2,0,Belize,BZ,BLZ,390351,America,2.81797664
7/14/2020,14,7,2020,0,0,Belize,BZ,BLZ,390351,America,3.33033603
7/13/2020,13,7,2020,0,0,Belize,BZ,BLZ,390351,America,3.33033603
7/12/2020,12,7,2020,0,0,Belize,BZ,BLZ,390351,America,3.33033603
7/11/2020,11,7,2020,4,0,Belize,BZ,BLZ,390351,America,3.33033603
7/10/2020,10,7,2020,3,0,Belize,BZ,BLZ,390351,America,2.56179695
7/9/2020,9,7,2020,0,0,Belize,BZ,BLZ,390351,America,1.79325786
7/8/2020,8,7,2020,0,0,Belize,BZ,BLZ,390351,America,1.79325786
7/7/2020,7,7,2020,0,0,Belize,BZ,BLZ,390351,America,1.79325786
7/6/2020,6,7,2020,0,0,Belize,BZ,BLZ,390351,America,2.04943756
7/5/2020,5,7,2020,0,0,Belize,BZ,BLZ,390351,America,2.04943756
7/4/2020,4,7,2020,2,0,Belize,BZ,BLZ,390351,America,2.04943756
7/3/2020,3,7,2020,0,0,Belize,BZ,BLZ,390351,America,1.53707817
7/2/2020,2,7,2020,0,0,Belize,BZ,BLZ,390351,America,1.53707817
7/1/2020,1,7,2020,4,0,Belize,BZ,BLZ,390351,America,1.79325786
6/30/2020,30,6,2020,0,0,Belize,BZ,BLZ,390351,America,0.76853908
6/29/2020,29,6,2020,0,0,Belize,BZ,BLZ,390351,America,0.76853908
6/28/2020,28,6,2020,0,0,Belize,BZ,BLZ,390351,America,1.02471878
6/27/2020,27,6,2020,1,0,Belize,BZ,BLZ,390351,America,1.02471878
6/26/2020,26,6,2020,0,0,Belize,BZ,BLZ,390351,America,0.76853908
6/25/2020,25,6,2020,0,0,Belize,BZ,BLZ,390351,America,0.76853908
6/24/2020,24,6,2020,0,0,Belize,BZ,BLZ,390351,America,0.76853908
6/23/2020,23,6,2020,1,0,Belize,BZ,BLZ,390351,America,1.02471878
6/22/2020,22,6,2020,0,0,Belize,BZ,BLZ,390351,America,1.02471878
6/21/2020,21,6,2020,0,0,Belize,BZ,BLZ,390351,America,1.02471878
6/20/2020,20,6,2020,0,0,Belize,BZ,BLZ,390351,America,1.02471878
6/19/2020,19,6,2020,0,0,Belize,BZ,BLZ,390351,America,1.02471878
6/18/2020,18,6,2020,1,0,Belize,BZ,BLZ,390351,America,1.02471878
6/17/2020,17,6,2020,0,0,Belize,BZ,BLZ,390351,America,0.76853908
6/16/2020,16,6,2020,0,0,Belize,BZ,BLZ,390351,America,0.76853908
6/15/2020,15,6,2020,1,0,Belize,BZ,BLZ,390351,America,0.76853908
6/14/2020,14,6,2020,0,0,Belize,BZ,BLZ,390351,America,0.51235939
6/13/2020,13,6,2020,0,0,Belize,BZ,BLZ,390351,America,0.51235939
6/12/2020,12,6,2020,0,0,Belize,BZ,BLZ,390351,America,0.51235939
6/11/2020,11,6,2020,0,0,Belize,BZ,BLZ,390351,America,0.51235939
6/10/2020,10,6,2020,1,0,Belize,BZ,BLZ,390351,America,0.51235939
6/9/2020,9,6,2020,1,0,Belize,BZ,BLZ,390351,America,0.25617969
6/8/2020,8,6,2020,0,0,Belize,BZ,BLZ,390351,America,0
6/7/2020,7,6,2020,0,0,Belize,BZ,BLZ,390351,America,0
6/6/2020,6,6,2020,0,0,Belize,BZ,BLZ,390351,America,0
6/5/2020,5,6,2020,0,0,Belize,BZ,BLZ,390351,America,0
6/4/2020,4,6,2020,0,0,Belize,BZ,BLZ,390351,America,0
6/3/2020,3,6,2020,0,0,Belize,BZ,BLZ,390351,America,0
6/2/2020,2,6,2020,0,0,Belize,BZ,BLZ,390351,America,0
6/1/2020,1,6,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/31/2020,31,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/30/2020,30,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/29/2020,29,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/28/2020,28,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/27/2020,27,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/26/2020,26,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/25/2020,25,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/24/2020,24,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/23/2020,23,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/22/2020,22,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/21/2020,21,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/20/2020,20,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/19/2020,19,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/18/2020,18,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/17/2020,17,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/16/2020,16,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/15/2020,15,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/14/2020,14,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/13/2020,13,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/12/2020,12,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/11/2020,11,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/10/2020,10,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/9/2020,9,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/8/2020,8,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/7/2020,7,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/6/2020,6,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/5/2020,5,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/4/2020,4,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/3/2020,3,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/2/2020,2,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
5/1/2020,1,5,2020,0,0,Belize,BZ,BLZ,390351,America,0
4/30/2020,30,4,2020,0,0,Belize,BZ,BLZ,390351,America,0
4/29/2020,29,4,2020,0,0,Belize,BZ,BLZ,390351,America,0
4/28/2020,28,4,2020,0,0,Belize,BZ,BLZ,390351,America,0
4/27/2020,27,4,2020,0,0,Belize,BZ,BLZ,390351,America,1.02471878
4/26/2020,26,4,2020,0,0,Belize,BZ,BLZ,390351,America,1.28089847
4/25/2020,25,4,2020,0,0,Belize,BZ,BLZ,390351,America,2.04943756
4/24/2020,24,4,2020,0,0,Belize,BZ,BLZ,390351,America,2.30561725
4/23/2020,23,4,2020,0,0,Belize,BZ,BLZ,390351,America,2.56179695
4/22/2020,22,4,2020,0,0,Belize,BZ,BLZ,390351,America,2.81797664
4/21/2020,21,4,2020,0,0,Belize,BZ,BLZ,390351,America,2.81797664
4/20/2020,20,4,2020,0,0,Belize,BZ,BLZ,390351,America,3.33033603
4/19/2020,19,4,2020,0,0,Belize,BZ,BLZ,390351,America,3.58651573
4/18/2020,18,4,2020,0,0,Belize,BZ,BLZ,390351,America,3.58651573
4/17/2020,17,4,2020,0,0,Belize,BZ,BLZ,390351,America,3.84269542
4/16/2020,16,4,2020,0,0,Belize,BZ,BLZ,390351,America,3.84269542
4/15/2020,15,4,2020,0,0,Belize,BZ,BLZ,390351,America,3.84269542
4/14/2020,14,4,2020,4,0,Belize,BZ,BLZ,390351,America,3.84269542
4/13/2020,13,4,2020,1,0,Belize,BZ,BLZ,390351,America,3.07415634
4/12/2020,12,4,2020,3,0,Belize,BZ,BLZ,390351,America,2.81797664
4/11/2020,11,4,2020,1,1,Belize,BZ,BLZ,390351,America,2.04943756
4/10/2020,10,4,2020,1,0,Belize,BZ,BLZ,390351,America,1.79325786
4/9/2020,9,4,2020,1,0,Belize,BZ,BLZ,390351,America,1.53707817
4/8/2020,8,4,2020,0,0,Belize,BZ,BLZ,390351,America,1.53707817
